Disease,Province,Age_Group,Gender,Reported_Cases,Deaths,Hospitalized,Recovered,Month,Year,Season,Urban_Rural,Vaccinated,Travel_History,Comorbidity,Quarantined,ICU_Admission,Symptom_Fever,Symptom_Cough,Symptom_Rash,Contact_Tracing,Lab_Confirmed,Follow_Up,Days_Hospitalized,Region_Code
Brucellosis,Shandong,15-24,Male,24,0,0,1,5,2018,Spring,Rural,0,0,0,1,0,1,0,0,0,1,1,0,252
Typhoid,Beijing,0-14,Female,16,0,1,1,10,2019,Autumn,Urban,0,1,0,0,0,1,0,0,0,1,0,3,468
Mumps,Beijing,0-14,Female,24,1,1,0,7,2020,Summer,Rural,1,0,0,0,0,1,0,0,0,1,0,11,694
Influenza,Shandong,65+,Male,21,0,1,1,6,2022,Summer,Rural,1,0,0,0,0,1,1,0,0,1,0,17,289
Influenza,Jiangsu,25-44,Male,14,1,1,0,4,2021,Spring,Rural,0,0,0,0,0,0,0,0,0,1,1,22,865
Measles,Yunnan,15-24,Female,17,0,1,1,4,2020,Spring,Urban,1,1,0,1,0,1,1,0,1,0,1,13,356
Rabies,Shandong,15-24,Male,31,0,1,1,2,2020,Winter,Rural,1,0,0,0,0,0,0,0,0,1,0,16,968
Measles,Jiangsu,0-14,Male,14,1,0,0,10,2018,Autumn,Rural,1,0,0,0,0,0,1,0,0,1,0,0,575
Rabies,Zhejiang,65+,Male,12,0,0,1,2,2018,Winter,Urban,0,0,0,0,0,0,0,0,0,1,1,0,290
Brucellosis,Henan,0-14,Female,15,1,1,0,12,2021,Winter,Rural,1,0,0,1,0,1,0,0,0,1,1,8,286
Dysentery,Shanghai,0-14,Female,26,0,1,1,4,2021,Spring,Rural,0,0,0,0,0,1,0,0,0,1,0,15,723
Brucellosis,Yunnan,65+,Male,27,0,0,1,5,2022,Spring,Rural,1,0,0,1,0,1,0,1,1,1,0,0,409
Syphilis,Hunan,25-44,Female,19,0,1,1,4,2019,Spring,Urban,1,0,0,0,1,0,0,0,1,1,0,0,538
Chickenpox,Yunnan,15-24,Male,12,0,0,1,3,2021,Spring,Urban,0,0,1,0,0,1,1,1,0,1,0,0,705
Rabies,Shanghai,25-44,Male,22,0,1,1,11,2021,Autumn,Rural,1,0,0,0,0,0,0,0,0,1,1,29,397
Mumps,Henan,45-64,Male,16,0,0,1,4,2022,Spring,Rural,0,0,0,0,0,1,1,0,0,1,0,0,333
Hepatitis B,Beijing,45-64,Male,17,0,1,1,11,2018,Autumn,Urban,1,1,0,0,0,1,1,0,0,0,1,27,164
Measles,Jiangsu,65+,Female,29,0,1,0,5,2022,Spring,Rural,1,0,1,1,0,0,0,0,1,1,1,27,748
Chickenpox,Shandong,0-14,Female,31,0,1,1,1,2019,Winter,Rural,1,0,0,0,0,0,0,0,1,1,1,8,213
Typhoid,Shandong,25-44,Female,25,0,0,1,1,2018,Winter,Rural,1,1,0,0,0,0,0,0,0,1,1,0,298
Chickenpox,Beijing,15-24,Female,18,0,1,1,6,2018,Summer,Urban,0,0,0,1,0,1,0,0,0,1,0,15,150
Scarlet Fever,Yunnan,45-64,Male,21,0,0,1,5,2018,Spring,Rural,1,0,0,0,0,0,0,1,1,1,1,0,317
Syphilis,Henan,25-44,Male,22,1,1,0,11,2022,Autumn,Rural,1,0,0,0,0,1,0,1,0,1,1,21,473
Scarlet Fever,Sichuan,45-64,Female,11,0,0,1,4,2019,Spring,Urban,1,0,0,1,0,1,1,1,0,1,0,0,115
Dysentery,Jiangsu,45-64,Female,19,0,1,1,1,2022,Winter,Urban,1,0,0,1,0,1,1,0,1,1,0,7,536
Rabies,Zhejiang,15-24,Male,26,0,1,1,12,2022,Winter,Rural,1,0,0,0,0,0,0,0,0,1,0,1,937
Dysentery,Shanghai,65+,Male,21,1,0,0,7,2020,Summer,Urban,1,0,0,0,0,0,1,0,1,1,1,0,289
Typhoid,Yunnan,0-14,Male,17,0,0,1,4,2021,Spring,Rural,0,0,0,0,0,0,0,0,0,1,1,0,845
COVID-19,Hunan,65+,Female,20,0,0,1,3,2022,Spring,Urban,0,0,1,1,0,1,1,1,0,1,0,0,136
Influenza,Guangdong,25-44,Male,22,0,1,1,7,2020,Summer,Urban,0,1,1,1,0,0,0,0,0,1,0,23,544
Scarlet Fever,Shandong,65+,Male,15,0,1,1,2,2019,Winter,Rural,1,0,1,0,0,1,0,0,0,1,0,13,796
Malaria,Yunnan,25-44,Female,12,0,1,1,10,2020,Autumn,Rural,1,0,0,1,0,1,0,0,1,1,1,13,272
Scarlet Fever,Guangdong,25-44,Female,27,1,1,0,1,2022,Winter,Rural,0,0,0,0,0,0,1,0,0,1,1,20,431
Typhoid,Shanghai,0-14,Female,22,1,0,0,11,2019,Autumn,Urban,1,0,0,0,0,1,0,1,0,0,1,0,187
HIV/AIDS,Shandong,15-24,Male,22,0,1,1,4,2020,Spring,Rural,0,0,0,0,0,0,1,0,0,1,0,11,737
Typhoid,Shandong,0-14,Male,16,0,1,1,8,2022,Summer,Urban,0,0,0,0,0,1,1,0,0,0,0,10,884
Dysentery,Sichuan,65+,Female,20,1,1,0,6,2019,Summer,Rural,1,1,0,1,1,1,0,0,0,1,0,1,353
Chickenpox,Yunnan,25-44,Male,20,0,1,1,9,2019,Autumn,Rural,1,0,0,0,1,1,1,0,1,1,0,21,988
Hepatitis B,Henan,45-64,Male,31,0,0,1,1,2021,Winter,Rural,1,0,0,1,0,0,1,1,0,1,0,0,485
Measles,Beijing,45-64,Male,24,0,1,1,1,2022,Winter,Urban,1,1,0,0,0,1,1,0,0,1,1,10,578
Hepatitis B,Beijing,25-44,Female,21,0,1,1,11,2021,Autumn,Rural,0,0,1,0,0,1,0,0,0,1,1,19,904
Dysentery,Zhejiang,0-14,Female,18,0,1,1,5,2019,Spring,Urban,0,0,0,0,1,0,0,0,0,0,0,0,384
Measles,Hunan,15-24,Male,14,1,1,0,6,2019,Summer,Rural,0,0,0,1,0,0,0,1,1,1,0,14,932
HIV/AIDS,Guangdong,0-14,Male,21,0,1,1,8,2020,Summer,Rural,1,0,1,0,0,1,1,0,1,1,1,27,847
Malaria,Yunnan,25-44,Male,18,0,1,1,3,2021,Spring,Urban,0,0,0,0,0,1,1,0,0,1,1,20,305
Syphilis,Jiangsu,25-44,Male,31,0,1,1,6,2018,Summer,Urban,0,0,0,0,0,1,0,0,0,1,1,22,474
Mumps,Hunan,15-24,Female,15,0,1,1,3,2022,Spring,Urban,0,0,1,0,0,0,0,0,0,1,0,8,212
Dysentery,Sichuan,65+,Female,23,0,1,0,8,2021,Summer,Rural,0,0,0,0,0,1,1,0,0,1,1,19,878
Chickenpox,Shandong,65+,Male,31,0,1,1,12,2019,Winter,Rural,1,0,0,0,0,0,0,0,0,1,0,20,323
Rabies,Henan,15-24,Male,23,0,1,1,11,2020,Autumn,Urban,1,1,0,0,0,0,0,0,0,1,0,21,375
Dysentery,Yunnan,65+,Female,23,1,1,0,11,2022,Autumn,Rural,1,0,0,0,0,1,1,0,0,1,0,16,805
Dysentery,Hunan,45-64,Male,17,0,1,1,4,2022,Spring,Urban,1,0,0,0,0,0,1,0,1,0,1,9,514
Scarlet Fever,Hunan,65+,Female,24,1,0,0,2,2020,Winter,Urban,0,0,0,0,0,0,0,0,1,1,1,0,488
Scarlet Fever,Henan,65+,Male,21,0,1,1,12,2019,Winter,Rural,1,1,0,0,0,0,0,1,0,1,1,11,451
Measles,Zhejiang,65+,Female,25,0,0,1,9,2018,Autumn,Urban,1,0,0,0,0,0,1,0,1,1,0,0,149
Brucellosis,Guangdong,45-64,Male,25,0,1,1,10,2020,Autumn,Rural,1,0,0,0,0,1,1,0,0,1,0,13,140
Brucellosis,Guangdong,65+,Male,15,0,1,1,8,2018,Summer,Urban,0,1,0,1,1,0,0,0,0,0,0,9,610
Tuberculosis,Hunan,45-64,Female,17,0,1,1,6,2021,Summer,Rural,1,0,0,1,0,0,0,0,0,1,1,19,621
Typhoid,Shanghai,15-24,Female,18,0,1,1,3,2022,Spring,Urban,1,0,1,0,1,0,0,1,1,0,0,0,792
Chickenpox,Hunan,0-14,Male,22,0,1,1,2,2019,Winter,Rural,1,0,0,0,0,1,0,0,0,1,0,29,967
Tuberculosis,Hunan,15-24,Male,22,0,1,1,4,2018,Spring,Urban,1,0,0,1,0,0,1,0,0,1,1,15,276
HIV/AIDS,Shandong,15-24,Female,23,0,0,1,1,2021,Winter,Rural,1,0,0,0,0,1,0,0,0,1,0,0,207
Brucellosis,Henan,0-14,Male,22,0,1,1,9,2018,Autumn,Rural,1,0,1,0,0,0,0,1,0,1,0,8,678
Rabies,Yunnan,0-14,Male,19,0,0,1,10,2019,Autumn,Urban,0,1,0,1,0,1,0,0,0,1,0,0,135
Scarlet Fever,Hunan,25-44,Female,23,0,0,1,8,2019,Summer,Rural,1,1,1,0,0,0,0,0,0,0,0,0,506
Malaria,Guangdong,0-14,Female,17,0,1,1,7,2021,Summer,Urban,0,0,1,1,0,1,0,0,0,1,1,23,449
Influenza,Jiangsu,0-14,Female,23,0,1,1,6,2020,Summer,Urban,0,1,0,1,0,1,0,1,0,0,1,24,266
HIV/AIDS,Guangdong,25-44,Female,18,0,1,1,3,2021,Spring,Urban,0,0,0,0,0,0,0,0,0,1,0,26,414
Influenza,Beijing,65+,Female,20,0,1,1,4,2018,Spring,Rural,1,0,0,1,0,1,1,0,0,0,1,4,890
Chickenpox,Zhejiang,65+,Male,20,1,0,0,2,2018,Winter,Urban,1,1,0,1,0,0,0,1,1,0,0,0,378
Chickenpox,Sichuan,25-44,Male,22,0,1,1,7,2022,Summer,Urban,1,0,1,0,1,1,0,0,0,1,1,16,711
Influenza,Yunnan,0-14,Male,19,0,0,1,10,2018,Autumn,Rural,1,1,0,0,0,0,0,0,0,1,1,0,439
Chickenpox,Zhejiang,0-14,Male,26,1,1,0,1,2020,Winter,Rural,1,0,0,1,0,1,1,0,0,1,0,2,159
Malaria,Jiangsu,25-44,Female,26,0,0,1,6,2020,Summer,Rural,1,0,1,0,0,0,0,1,0,0,1,0,201
Hepatitis B,Sichuan,25-44,Male,13,2,0,0,4,2021,Spring,Urban,1,0,0,0,0,0,1,0,0,0,0,0,772
Tuberculosis,Shandong,45-64,Male,23,0,0,1,8,2018,Summer,Urban,0,1,0,0,0,0,1,1,0,1,0,0,260
Dysentery,Hunan,65+,Male,20,0,0,1,1,2018,Winter,Urban,0,0,0,0,0,0,1,0,1,1,1,0,804
Syphilis,Sichuan,15-24,Female,17,0,1,1,9,2022,Autumn,Urban,1,0,1,0,0,0,1,0,1,1,1,1,914
Influenza,Jiangsu,65+,Female,15,0,1,1,6,2022,Summer,Urban,0,0,0,0,1,1,0,0,1,1,1,29,644
Rabies,Shanghai,0-14,Male,24,1,1,0,2,2022,Winter,Rural,0,0,0,0,0,0,0,0,0,1,1,14,393
HIV/AIDS,Beijing,25-44,Male,22,0,1,1,8,2018,Summer,Urban,1,0,0,0,0,1,1,0,0,1,0,19,251
Hepatitis B,Sichuan,45-64,Male,28,2,1,0,5,2021,Spring,Rural,1,0,0,0,0,1,0,0,0,0,0,3,556
Influenza,Sichuan,65+,Male,17,0,1,1,5,2021,Spring,Rural,1,0,0,0,0,1,1,0,0,1,1,27,450
Hepatitis B,Beijing,45-64,Male,12,0,0,0,5,2021,Spring,Urban,0,0,0,0,0,1,0,0,0,1,0,0,969
Brucellosis,Hunan,65+,Male,13,0,0,1,7,2021,Summer,Urban,1,0,0,0,0,1,0,0,1,1,0,0,916
Hepatitis B,Sichuan,0-14,Female,26,2,1,0,7,2020,Summer,Urban,0,0,1,0,0,1,0,0,1,1,1,15,826
Influenza,Beijing,15-24,Male,21,0,1,1,10,2018,Autumn,Rural,0,0,1,1,0,0,1,0,0,1,0,23,897
Measles,Beijing,45-64,Male,17,0,1,0,11,2019,Autumn,Rural,0,0,0,0,0,1,0,0,0,1,0,28,565
Typhoid,Beijing,45-64,Female,19,0,0,1,7,2018,Summer,Rural,1,0,1,0,0,1,0,0,1,0,1,0,602
Rabies,Henan,15-24,Male,20,0,1,1,12,2021,Winter,Urban,1,1,0,0,0,0,1,0,0,1,0,19,157
Dysentery,Jiangsu,45-64,Male,13,1,1,0,10,2020,Autumn,Rural,1,0,1,0,0,0,1,0,0,1,1,14,829
Dysentery,Henan,45-64,Male,15,0,1,1,2,2020,Winter,Rural,1,0,0,0,0,1,0,0,0,1,1,18,983
Rabies,Shanghai,65+,Male,23,0,1,1,8,2018,Summer,Rural,0,1,0,1,0,0,0,0,0,1,0,25,452
Measles,Shandong,65+,Female,20,0,0,1,1,2019,Winter,Rural,0,0,0,1,0,1,0,0,0,1,0,0,732
Scarlet Fever,Henan,15-24,Male,25,1,1,0,2,2021,Winter,Urban,0,0,0,1,0,1,1,0,0,1,1,6,243
Chickenpox,Henan,0-14,Female,19,0,1,1,11,2020,Autumn,Rural,1,0,0,0,0,1,0,1,1,1,1,24,755
Dysentery,Jiangsu,45-64,Male,28,0,0,1,7,2021,Summer,Urban,1,0,0,0,0,1,1,0,1,1,0,0,516
Scarlet Fever,Shandong,0-14,Male,17,0,0,1,4,2021,Spring,Urban,0,0,0,0,0,0,1,1,0,1,1,0,394
Hepatitis B,Zhejiang,15-24,Female,18,0,0,1,11,2021,Autumn,Urban,0,1,1,0,0,0,1,0,1,1,1,0,657
Malaria,Beijing,15-24,Male,12,0,1,1,10,2022,Autumn,Urban,1,0,1,1,0,0,0,0,1,0,1,1,594
HIV/AIDS,Yunnan,65+,Female,16,0,1,1,10,2021,Autumn,Rural,0,1,1,1,0,0,1,0,1,1,1,26,521
Brucellosis,Shandong,45-64,Female,19,1,1,0,9,2021,Autumn,Urban,1,0,0,0,0,1,1,0,0,1,1,11,250
Tuberculosis,Shanghai,25-44,Female,20,1,1,0,11,2019,Autumn,Urban,1,0,0,0,0,1,0,0,0,1,0,21,125
Dysentery,Hunan,15-24,Male,20,0,1,1,9,2019,Autumn,Rural,0,1,1,1,0,1,1,1,0,1,1,29,916
Rabies,Shanghai,45-64,Male,13,0,1,1,3,2022,Spring,Rural,0,0,0,1,0,0,0,0,0,1,0,7,692
Malaria,Beijing,0-14,Male,16,0,1,1,3,2022,Spring,Rural,1,0,1,0,0,0,1,0,0,1,1,1,713
Influenza,Shandong,65+,Male,29,0,1,1,9,2021,Autumn,Rural,0,0,0,1,1,1,1,0,0,1,1,0,720
COVID-19,Shanghai,0-14,Female,20,0,1,1,10,2020,Autumn,Urban,0,0,0,1,0,0,0,0,0,1,1,8,379
Typhoid,Shanghai,15-24,Male,25,0,0,1,12,2020,Winter,Rural,1,1,0,0,0,1,0,0,0,1,1,0,738
Rabies,Zhejiang,15-24,Male,24,0,1,1,8,2018,Summer,Rural,0,0,0,1,0,0,0,0,0,1,1,21,718
Chickenpox,Zhejiang,0-14,Female,20,0,1,1,1,2020,Winter,Urban,1,0,0,0,0,0,0,0,1,1,1,8,950
COVID-19,Shandong,15-24,Female,15,1,1,0,6,2020,Summer,Urban,1,0,0,0,0,1,0,0,0,1,0,1,269
Hepatitis B,Henan,15-24,Female,20,0,1,1,11,2018,Autumn,Urban,1,0,0,0,0,1,0,0,0,0,1,13,638
Typhoid,Guangdong,65+,Female,23,0,0,1,8,2018,Summer,Rural,1,0,0,0,0,1,0,0,0,1,1,0,229
HIV/AIDS,Sichuan,45-64,Female,30,0,1,1,12,2019,Winter,Rural,1,0,0,0,1,0,0,1,0,1,0,26,727
HIV/AIDS,Yunnan,25-44,Female,27,0,1,1,12,2020,Winter,Urban,0,1,0,1,1,0,1,1,0,0,0,0,235
Measles,Sichuan,15-24,Female,20,0,1,1,2,2020,Winter,Urban,1,0,0,0,0,0,0,0,0,1,0,20,946
Scarlet Fever,Jiangsu,15-24,Male,15,1,0,0,1,2018,Winter,Urban,1,1,0,0,0,0,1,1,0,1,1,0,480
Syphilis,Zhejiang,65+,Male,15,0,1,1,4,2020,Spring,Urban,0,0,0,1,0,1,0,0,0,1,0,2,780
Measles,Sichuan,0-14,Male,24,0,1,1,2,2020,Winter,Rural,1,1,1,1,0,1,0,0,0,1,0,21,190
Chickenpox,Beijing,0-14,Male,27,1,1,0,3,2021,Spring,Urban,1,0,0,0,0,0,1,0,0,1,0,18,761
Scarlet Fever,Yunnan,0-14,Male,23,0,1,1,4,2019,Spring,Rural,1,0,0,0,1,1,0,0,0,0,0,0,986
Brucellosis,Sichuan,65+,Male,19,0,1,1,12,2022,Winter,Urban,1,1,1,1,0,1,1,1,1,1,1,1,146
COVID-19,Yunnan,0-14,Female,12,0,1,1,12,2021,Winter,Rural,1,1,0,1,0,1,0,0,0,1,1,20,402
Malaria,Hunan,0-14,Male,24,0,0,1,6,2020,Summer,Rural,1,0,0,1,0,1,0,0,0,1,1,0,676
Typhoid,Beijing,25-44,Male,24,1,1,0,8,2022,Summer,Rural,1,0,0,0,0,1,0,0,0,0,0,7,296
Syphilis,Guangdong,0-14,Male,16,0,1,1,9,2021,Autumn,Rural,1,0,0,1,0,1,1,0,0,1,1,6,512
Influenza,Shanghai,15-24,Female,24,0,1,0,4,2019,Spring,Rural,1,1,0,0,0,1,0,0,1,1,0,6,434
Hepatitis B,Yunnan,65+,Male,25,0,0,1,1,2022,Winter,Rural,1,0,0,1,0,1,1,0,0,1,0,0,473
Typhoid,Beijing,45-64,Male,20,0,1,0,5,2022,Spring,Urban,0,0,0,0,0,1,0,1,0,1,0,3,897
Measles,Yunnan,25-44,Female,15,1,1,0,5,2019,Spring,Urban,1,0,1,0,0,0,0,0,0,1,1,29,861
Tuberculosis,Yunnan,65+,Male,12,0,0,1,9,2021,Autumn,Urban,1,0,0,0,0,0,1,0,1,1,1,0,401
Mumps,Henan,65+,Male,20,0,0,1,6,2022,Summer,Rural,0,0,0,0,0,0,0,0,0,1,1,0,361
Syphilis,Henan,15-24,Female,14,1,0,0,5,2019,Spring,Urban,0,0,0,0,0,1,0,0,0,1,1,0,698
Syphilis,Beijing,0-14,Male,16,0,0,1,10,2021,Autumn,Rural,1,0,0,0,0,0,0,0,0,0,0,0,663
Chickenpox,Henan,15-24,Female,16,0,1,1,10,2020,Autumn,Rural,1,0,0,0,0,1,0,0,0,1,0,18,104
Hepatitis B,Jiangsu,0-14,Male,22,0,1,1,5,2018,Spring,Rural,0,1,0,0,0,1,1,0,1,1,1,2,825
Dysentery,Guangdong,0-14,Male,24,0,1,1,8,2020,Summer,Urban,0,0,0,0,0,0,1,0,1,1,1,28,652
HIV/AIDS,Shandong,65+,Male,14,0,0,0,11,2020,Autumn,Rural,1,0,0,0,0,1,0,1,0,1,1,0,503
HIV/AIDS,Beijing,0-14,Female,26,0,0,1,1,2018,Winter,Rural,1,0,1,0,0,1,0,0,0,1,1,0,778
Brucellosis,Beijing,25-44,Female,14,0,0,1,5,2020,Spring,Urban,0,0,0,1,0,1,0,0,0,1,1,0,129
Tuberculosis,Jiangsu,25-44,Female,22,1,1,0,1,2020,Winter,Urban,1,0,0,0,0,0,1,1,1,1,0,23,659
Malaria,Zhejiang,25-44,Male,19,0,1,1,7,2019,Summer,Urban,0,0,1,1,0,1,0,0,0,1,0,7,820
Chickenpox,Zhejiang,65+,Male,17,0,1,1,7,2019,Summer,Rural,1,0,0,0,0,1,0,0,0,1,1,16,799
Malaria,Henan,15-24,Female,14,0,1,1,10,2021,Autumn,Rural,0,0,0,0,0,0,1,0,0,0,1,3,734
Influenza,Shandong,45-64,Female,14,1,0,0,8,2022,Summer,Urban,0,0,0,1,0,1,0,0,1,1,0,0,250
Scarlet Fever,Henan,0-14,Male,18,0,1,1,7,2021,Summer,Rural,1,1,0,0,0,1,1,1,0,1,1,16,459
Typhoid,Hunan,45-64,Male,18,1,1,0,11,2019,Autumn,Rural,1,0,0,1,0,0,1,0,0,1,1,1,789
Brucellosis,Hunan,15-24,Male,15,0,0,1,9,2019,Autumn,Rural,1,1,0,0,0,1,0,0,0,1,0,0,983
Brucellosis,Shanghai,15-24,Male,15,1,1,0,8,2018,Summer,Urban,1,0,0,0,0,1,0,0,1,0,0,4,112
Mumps,Hunan,65+,Female,14,0,1,1,8,2018,Summer,Rural,1,0,0,0,0,0,1,0,1,0,0,25,209
Rabies,Zhejiang,25-44,Male,17,0,1,1,3,2019,Spring,Urban,1,0,0,0,0,1,1,0,0,1,0,27,845
Dysentery,Guangdong,25-44,Male,13,0,0,1,10,2020,Autumn,Urban,1,0,0,1,0,0,0,0,1,1,0,0,137
Measles,Hunan,15-24,Male,30,1,0,0,4,2021,Spring,Urban,0,0,0,0,0,1,1,0,0,0,0,0,906
Rabies,Yunnan,65+,Male,12,0,1,1,1,2019,Winter,Rural,0,0,0,1,0,1,0,0,0,0,1,23,551
Scarlet Fever,Beijing,0-14,Male,26,0,1,1,6,2018,Summer,Rural,0,0,1,0,0,0,1,0,1,1,1,9,502
Rabies,Guangdong,25-44,Male,24,1,1,0,2,2021,Winter,Urban,1,0,0,0,0,1,0,0,0,1,0,7,791
Chickenpox,Guangdong,15-24,Female,25,0,1,1,9,2021,Autumn,Urban,1,0,0,1,0,1,0,0,1,1,0,13,524
COVID-19,Henan,45-64,Female,17,0,1,1,1,2022,Winter,Rural,1,0,0,0,0,0,0,0,0,1,0,3,221
Syphilis,Beijing,25-44,Female,29,0,1,1,1,2019,Winter,Rural,1,0,1,0,0,0,1,0,0,1,1,18,191
Tuberculosis,Zhejiang,0-14,Male,17,0,0,1,11,2022,Autumn,Urban,0,0,0,0,0,0,1,0,0,1,0,0,126
HIV/AIDS,Guangdong,65+,Female,25,1,1,0,10,2018,Autumn,Rural,1,0,0,1,0,1,0,0,0,1,0,4,482
Influenza,Shanghai,15-24,Male,18,1,1,0,11,2022,Autumn,Urban,0,0,0,0,0,1,0,1,0,1,1,23,118
Malaria,Henan,25-44,Male,13,0,1,1,6,2020,Summer,Urban,0,0,0,0,1,0,0,0,1,1,1,20,435
Mumps,Guangdong,45-64,Male,20,0,1,1,1,2019,Winter,Urban,1,0,0,1,0,0,1,0,1,1,1,25,518
Chickenpox,Shandong,0-14,Male,28,1,1,0,12,2019,Winter,Urban,1,1,0,1,1,1,1,0,0,1,0,6,488
Tuberculosis,Beijing,0-14,Female,24,1,1,0,3,2021,Spring,Rural,1,0,1,0,0,0,0,0,0,1,0,19,699
Syphilis,Hunan,25-44,Male,20,0,0,1,10,2022,Autumn,Urban,0,1,0,0,0,1,0,0,0,1,0,0,192
Measles,Guangdong,45-64,Male,24,0,0,0,2,2021,Winter,Urban,1,0,0,0,0,1,0,0,0,0,0,0,361
Influenza,Henan,0-14,Female,21,0,0,1,11,2022,Autumn,Rural,0,0,0,0,0,1,1,0,1,1,0,0,140
Chickenpox,Hunan,15-24,Female,21,0,1,1,9,2022,Autumn,Urban,0,0,0,0,0,0,1,0,0,1,0,9,908
Syphilis,Shanghai,0-14,Female,21,0,0,1,5,2018,Spring,Urban,1,1,0,0,0,0,0,0,1,1,0,0,793
Mumps,Hunan,45-64,Male,23,0,1,1,6,2022,Summer,Urban,1,0,1,0,0,1,0,0,1,1,1,1,527
HIV/AIDS,Shandong,65+,Female,31,0,0,1,2,2021,Winter,Urban,1,0,0,1,0,0,0,0,0,1,0,0,851
Brucellosis,Zhejiang,65+,Male,30,0,1,1,8,2022,Summer,Rural,1,0,1,1,1,1,0,0,0,1,1,23,147
HIV/AIDS,Guangdong,25-44,Male,22,0,1,1,6,2022,Summer,Rural,1,1,0,0,0,0,0,0,0,1,0,9,520
Chickenpox,Sichuan,45-64,Female,18,0,1,0,11,2019,Autumn,Rural,1,1,0,0,0,1,0,0,0,1,0,5,704
HIV/AIDS,Sichuan,0-14,Female,23,0,0,1,12,2019,Winter,Rural,1,1,0,0,0,0,1,0,0,1,0,0,283
Tuberculosis,Hunan,0-14,Female,21,0,0,1,8,2019,Summer,Urban,1,1,0,0,0,0,0,1,1,1,1,0,355
Tuberculosis,Jiangsu,65+,Male,28,0,0,1,8,2020,Summer,Urban,1,1,0,1,0,1,0,0,1,1,0,0,644
Malaria,Beijing,65+,Male,23,0,1,1,1,2019,Winter,Rural,1,0,0,1,0,0,0,1,1,1,1,15,318
Chickenpox,Sichuan,15-24,Male,22,1,1,0,7,2020,Summer,Urban,0,1,0,0,0,0,0,0,1,1,1,7,518
Malaria,Jiangsu,65+,Male,17,0,0,1,2,2020,Winter,Rural,1,1,0,1,0,1,0,0,0,1,0,0,201
Chickenpox,Sichuan,15-24,Male,18,0,1,1,11,2021,Autumn,Urban,1,1,1,0,0,0,0,1,0,1,1,10,467
Brucellosis,Jiangsu,0-14,Male,27,1,0,0,8,2019,Summer,Rural,1,0,0,0,0,1,0,0,0,1,1,0,401
Brucellosis,Beijing,15-24,Female,26,0,1,1,12,2022,Winter,Rural,1,0,0,1,0,1,0,0,0,1,0,1,685
Measles,Yunnan,15-24,Male,18,1,1,0,2,2018,Winter,Rural,1,0,0,1,0,0,1,0,0,1,0,23,135
Chickenpox,Sichuan,25-44,Female,15,0,0,1,4,2022,Spring,Rural,0,0,0,0,0,0,0,1,1,1,0,0,527
Mumps,Shandong,65+,Female,23,0,1,1,2,2019,Winter,Urban,0,0,0,0,0,1,1,0,1,1,0,1,234
Scarlet Fever,Guangdong,15-24,Female,16,0,0,1,7,2022,Summer,Urban,0,1,0,0,0,1,1,0,0,1,1,0,384
Influenza,Jiangsu,0-14,Female,21,0,1,1,5,2019,Spring,Urban,1,0,0,0,1,1,1,0,1,1,0,25,819
Hepatitis B,Guangdong,45-64,Female,13,0,1,1,11,2019,Autumn,Rural,0,0,0,0,1,1,0,1,0,1,0,0,676
COVID-19,Henan,15-24,Male,18,1,1,0,11,2022,Autumn,Rural,0,0,0,0,0,1,1,0,0,1,0,29,415
Hepatitis B,Henan,65+,Male,17,1,0,0,9,2020,Autumn,Urban,0,0,1,0,0,1,0,0,1,1,0,0,467
Syphilis,Beijing,25-44,Male,12,0,1,1,5,2021,Spring,Urban,1,1,0,0,0,0,0,0,0,1,1,6,390
Brucellosis,Jiangsu,0-14,Male,12,0,1,1,11,2021,Autumn,Urban,1,1,0,0,0,1,1,0,0,1,0,15,338
HIV/AIDS,Shanghai,25-44,Female,16,0,1,1,8,2021,Summer,Urban,0,0,0,0,0,1,1,0,0,1,0,25,796
Influenza,Henan,45-64,Female,16,0,0,0,2,2021,Winter,Rural,0,0,0,0,0,1,0,0,0,0,0,0,128
Rabies,Beijing,15-24,Female,23,0,1,1,3,2018,Spring,Rural,0,0,0,0,1,0,1,0,0,1,1,18,905
Scarlet Fever,Henan,15-24,Male,24,0,1,1,6,2019,Summer,Urban,1,0,0,0,0,1,0,0,0,1,0,14,304
Tuberculosis,Henan,65+,Male,18,0,0,1,11,2018,Autumn,Urban,1,1,0,1,0,1,1,0,0,1,1,0,599
Typhoid,Shanghai,15-24,Male,26,0,1,1,7,2021,Summer,Urban,0,0,1,1,0,1,1,0,0,1,0,2,331
Dysentery,Sichuan,0-14,Male,28,0,1,1,10,2021,Autumn,Rural,1,1,0,0,0,0,1,0,1,0,1,19,954
Measles,Hunan,45-64,Female,28,0,1,1,8,2022,Summer,Urban,0,0,0,0,0,1,0,0,1,0,0,20,721
HIV/AIDS,Yunnan,25-44,Female,13,0,0,0,3,2021,Spring,Rural,1,0,0,0,0,0,0,1,1,1,0,0,691
HIV/AIDS,Henan,45-64,Male,19,0,1,1,7,2019,Summer,Rural,0,0,1,0,0,0,1,1,1,1,1,4,797
Mumps,Henan,15-24,Male,20,1,1,0,8,2021,Summer,Urban,1,1,0,0,0,1,0,0,0,1,1,14,945
HIV/AIDS,Shandong,25-44,Female,31,0,0,1,10,2021,Autumn,Urban,1,0,0,0,0,0,1,0,0,1,0,0,435
Tuberculosis,Yunnan,65+,Female,26,0,0,1,6,2018,Summer,Urban,1,0,0,1,0,1,1,0,0,0,0,0,489
